"Name","Organization","Homepage","Logo","Twitter","Crunchbase URL","Market Cap","Ticker","Funding","Member","Relation","License","Headquarters","Latest Tweet Date","Description","Crunchbase Description","Crunchbase Homepage","Crunchbase City","Crunchbase Region","Crunchbase Country","Crunchbase Twitter","Crunchbase Linkedin","Crunchbase Ticker","Crunchbase Kind","Crunchbase Min Employees","Crunchbase Max Employees","Category","Subcategory","OSS","Github Repo","Github Stars","Github Description","Github Latest Commit Date","Github Latest Commit Link","Github Release Date","Github Release Link","Github Start Commit Date","Github Start Commit Link","Github Contributors Count","Github Contributors Link"
"Codeship","CloudBees","https://codeship.com/","https://landscape.cncf.io/logos/codeship.svg","https://twitter.com/codeship","https://www.crunchbase.com/organization/cloudbees",,,113200000,"silver","member","NotOpenSource","San Jose, California","2018-12-21 15:04:18","CloudBees offers CloudBees Jenkins Enterprise, an enterprise-grade continuous delivery platform powered by Jenkins.","CloudBees offers CloudBees Jenkins Enterprise, an enterprise-grade continuous delivery platform powered by Jenkins.","http://www.cloudbees.com","San Jose","California","United States","http://twitter.com/CloudBees","https://www.linkedin.com/company/cloudbees",,"funding",251,500,"App Definition and Development","Continuous Integration & Delivery",false,,,,"","","",,"","",,
"Component Soft (KCSP)","Component Soft","https://www.componentsoft.io/","https://landscape.cncf.io/logos/component-soft-kcsp.svg",,"https://www.crunchbase.com/organization/component-soft",,,,"silver","member","NotOpenSource","Budapest, Hungary","","With 20+ years of experience in enterprise open source systems, Component Soft offers Kubernetes, Docker and OpenStack trainings, consultation and support services throughout Europe.","Open cloud trainings and consultation","https://www.componentsoft.io","Budapest","Budapest","Hungary",,"https://www.linkedin.com/company/component-soft-ltd-/",,,,,"Special","Kubernetes Certified Service Provider",false,,,,"","","",,"","",,
"Component Soft (KTP)","Component Soft","https://www.componentsoft.io/","https://landscape.cncf.io/logos/component-soft-ktp.svg",,"https://www.crunchbase.com/organization/component-soft",,,,"silver","member","NotOpenSource","Budapest, Hungary","","With 20+ years of experience in enterprise open source systems, Component Soft offers Kubernetes, Docker and OpenStack trainings, consultation and support services throughout Europe.","Open cloud trainings and consultation","https://www.componentsoft.io","Budapest","Budapest","Hungary",,"https://www.linkedin.com/company/component-soft-ltd-/",,,,,"Special","Kubernetes Training Partner",false,,,,"","","",,"","",,
"Concourse","Pivotal","https://concourse-ci.org/","https://landscape.cncf.io/logos/concourse.svg","https://twitter.com/concourseci","https://www.crunchbase.com/organization/pivotal",4093908224,"PVTL",,"platinum","member","Apache License 2.0","San Francisco, California","2018-12-21 16:24:05","Concourse CI","Pivotal is a software company that provides digital transformation technology and services.","http://www.pivotal.io","San Francisco","California","United States","http://twitter.com/pivotal","https://www.linkedin.com/company/3048967","PVTL","market_cap",1001,5000,"App Definition and Development","Continuous Integration & Delivery",true,"https://github.com/concourse/concourse",3341,"Concourse CI","","https://github.com/concourse/concourse/commit/fe72da8c5fd4e8cf6998eea560fa990476228eae","2018-12-10 17:45:23","https://github.com/concourse/concourse/releases","2014-04-27 22:35:04","https://github.com/concourse/concourse/commit/c99ac1afac7eac0742aa12f3661553c5d075b1d9",268,"https://github.com/concourse/concourse/graphs/contributors"
"Container Solutions (KCSP)","Container Solutions","https://container-solutions.com/","https://landscape.cncf.io/logos/container-solutions-kcsp.svg","https://twitter.com/containersoluti","https://www.crunchbase.com/organization/container-solutions",,,,"silver","member","NotOpenSource","Amsterdam, The Netherlands","2018-12-24 09:12:01","Container Solutions is a premium software consultancy that focuses on programmable infrastructure, offering our expertise in software development, strategy and operations to help you innovate at speed and scale.","Container Solutions specialises in helping customers to shorten the time it takes to deploy, rollback.","http://container-solutions.com","Amsterdam","Noord-Holland","The Netherlands","https://twitter.com/containersoluti","https://www.linkedin.com/company/container-solutions",,,11,50,"Special","Kubernetes Certified Service Provider",false,,,,"","","",,"","",,
"Container Solutions (KTP)","Container Solutions","https://container-solutions.com/","https://landscape.cncf.io/logos/container-solutions-ktp.svg","https://twitter.com/containersoluti","https://www.crunchbase.com/organization/container-solutions",,,,"silver","member","NotOpenSource","Amsterdam, The Netherlands","2018-12-24 09:12:01","Container Solutions is a premium software consultancy that focuses on programmable infrastructure, offering our expertise in software development, strategy and operations to help you innovate at speed and scale.","Container Solutions specialises in helping customers to shorten the time it takes to deploy, rollback.","http://container-solutions.com","Amsterdam","Noord-Holland","The Netherlands","https://twitter.com/containersoluti","https://www.linkedin.com/company/container-solutions",,,11,50,"Special","Kubernetes Training Partner",false,,,,"","","",,"","",,
"Container Storage Interface (CSI)","Cloud Native Computing Foundation (CNCF)","https://github.com/container-storage-interface","https://landscape.cncf.io/logos/container-storage-interface-csi.svg","https://twitter.com/cloudnativefdn","https://www.crunchbase.com/organization/cloud-native-computing-foundation",,,,"cncf","member","Apache License 2.0","San Francisco, California","2018-12-26 22:12:37","Container Storage Interface (CSI) Specification.","CNCF is an open source software foundation that hosts and nurtures projects like Kubernetes and Prometheus.","https://www.cncf.io/","San Francisco","California","United States","https://twitter.com/cloudnativefdn","https://www.linkedin.com/company/cloud-native-computing-foundation",,,11,50,"Runtime","Cloud-Native Storage",true,"https://github.com/container-storage-interface/spec",367,"Container Storage Interface (CSI) Specification.","","https://github.com/container-storage-interface/spec/commit/37e74064635d27c8e33537c863b37ccb1182d4f8","",,"2017-05-19 04:23:40","https://github.com/container-storage-interface/spec/commit/1396c5bc6acfb4a2440dd633b2a62ba60ea9273b",20,"https://github.com/container-storage-interface/spec/graphs/contributors"
"ContainerOps","Huawei Technologies","https://containerops.org/","https://landscape.cncf.io/logos/container-ops.svg","https://twitter.com/HuaweiCloudCore","https://www.crunchbase.com/organization/huawei",,,,"platinum","member","Apache License 2.0","Shenzhen, China","2018-12-25 09:16:05","DevOps Orchestration Platform","Huawei Technologies provides infrastructure application software and devices with wireline, wireless, and IP technologies.","http://huawei.com","Shenzhen","Guangdong","China","https://twitter.com/Huawei","https://www.linkedin.com/company/huawei/",,,5001,10000,"App Definition and Development","Continuous Integration & Delivery",true,"https://github.com/Huawei/containerops",270,"DevOps Orchestration Platform","","https://github.com/Huawei/containerops/commit/8cd22168d64869902cd91968599373f8eab60ca3","2017-04-11 04:03:51","https://github.com/Huawei/containerops/releases","2016-10-18 01:48:21","https://github.com/Huawei/containerops/commit/bab66ded60a8832cd2ff95f81545b48316b1fe88",18,"https://github.com/Huawei/containerops/graphs/contributors"
"Containership","Containership","https://containership.io/","https://landscape.cncf.io/logos/containership.svg","https://twitter.com/containershipio","https://www.crunchbase.com/organization/containership",,,2606729,"silver","member","NotOpenSource","Pittsburgh, Pennsylvania","2018-12-17 19:44:15","The Hyperprovider for MultiCloud Kubernetes","Containership is a Kubernetes based enterprise Containers-as-a-Service platform with support for 12 cloud providers","https://containership.io","Pittsburgh","Pennsylvania","United States","https://twitter.com/containershipio","https://www.linkedin.com/company/containership",,"funding",11,50,"Platform","Certified Kubernetes - Distribution",false,,,,"","","",,"","",,
"Contiv","Cisco","https://contiv.io/","https://landscape.cncf.io/logos/contiv.svg","https://twitter.com/projectcontiv","https://www.crunchbase.com/organization/cisco",190943428608,"CSCO",,"platinum","member","Apache License 2.0","San Jose, California","","Kubernetes CNI plugin based on the FD.io VPP","Cisco develops, manufactures, and sells networking hardware, telecommunications equipment, and other high-technology services and products.","http://www.cisco.com","San Jose","California","United States","https://twitter.com/cisco","https://www.linkedin.com/company/cisco","CSCO","market_cap",10001,1000000,"Runtime","Cloud-Native Network",true,"https://github.com/contiv/vpp",85,"Kubernetes CNI plugin based on the FD.io VPP","","https://github.com/contiv/vpp/commit/d67e5925533a442768c481560036924ccd49a658","2018-11-21 20:28:52","https://github.com/contiv/vpp/releases","2017-10-04 05:54:23","https://github.com/contiv/vpp/commit/67fce89c136d35420e8b18b4b57ae62da6d5aae9",30,"https://github.com/contiv/vpp/graphs/contributors"
"CoreOS (KCSP)","Red Hat","https://coreos.com/","https://landscape.cncf.io/logos/core-os-kcsp.svg","https://twitter.com/coreos","https://www.crunchbase.com/organization/red-hat",30703210496,"RHT",,"platinum","member","NotOpenSource","Raleigh, North Carolina","2018-12-18 20:28:49","Tectonic is the enterprise-ready Kubernetes product, by CoreOS. It adds key features to allow you to manage, update, and control clusters in production.","Red Hat is a multinational software company engaged in providing open-source software products to the enterprise community.","http://www.redhat.com","Raleigh","North Carolina","United States","http://twitter.com/redhat","https://www.linkedin.com/company/red-hat","RHT","market_cap",5001,10000,"Special","Kubernetes Certified Service Provider",false,,,,"","","",,"","",,
"Cortex","Cloud Native Computing Foundation (CNCF)","https://github.com/cortexproject","https://landscape.cncf.io/logos/cortex.svg","https://twitter.com/cloudnativefdn","https://www.crunchbase.com/organization/cloud-native-computing-foundation",,,,"cncf","member","Other","San Francisco, California","2018-12-26 22:12:37","A multitenant, horizontally scalable Prometheus as a Service","CNCF is an open source software foundation that hosts and nurtures projects like Kubernetes and Prometheus.","https://www.cncf.io/","San Francisco","California","United States","https://twitter.com/cloudnativefdn","https://www.linkedin.com/company/cloud-native-computing-foundation",,,11,50,"Observability and Analysis","Monitoring",true,"https://github.com/cortexproject/cortex",943,"A multitenant, horizontally scalable Prometheus as a Service","","https://github.com/cortexproject/cortex/commit/1f75367734bd3fd7d106beea86f9901fd1e99750","",,"2016-06-22 10:14:39","https://github.com/cortexproject/cortex/commit/1482486bb347690af94c6777554438b697d37207",41,"https://github.com/cortexproject/cortex/graphs/contributors"
"Couchbase","Couchbase","https://www.couchbase.com/","https://landscape.cncf.io/logos/couchbase.svg","https://twitter.com/couchbase","https://www.crunchbase.com/organization/couchbase",,,146000000,"silver","member","Apache License 2.0","Mountain View, California","2018-12-26 23:38:01","Top-level source repository for Couchbase Server source code and build projects","Couchbase is a NoSQL vendor that develops Couchbase Server, an open-source, NoSQL, document-oriented database.","http://www.couchbase.com","Mountain View","California","United States","http://twitter.com/couchbase","https://www.linkedin.com/company/couchbase",,"funding",251,500,"App Definition and Development","Database",true,"https://github.com/couchbase/manifest",156,"Top-level source repository for Couchbase Server source code and build projects","","https://github.com/couchbase/manifest/commit/78a90ac284aa49e4b19b01833769c327ae6ed3e7","2011-08-26 17:46:47","https://github.com/couchbase/manifest/releases","2010-12-22 20:14:51","https://github.com/couchbase/manifest/commit/bc3982536aa65e7c3501c1e8822b0d6c6b653266",87,"https://github.com/couchbase/manifest/graphs/contributors"
"Creationline (KCSP)","Creationline","https://www.creationline.com/en/","https://landscape.cncf.io/logos/creationline-kcsp.svg","https://twitter.com/creationline","https://www.crunchbase.com/organization/creationline",,,,"silver","member","NotOpenSource","Tokyo, Japan","2018-12-26 02:28:11","Creationline provides cloud platform deployment and operations support services to telecommunication carriers and data centers.","Creationline provides cloud platform deployment and operations support services to telecommunication carriers and data centers","https://www.creationline.com/en/","Tokyo","Tokyo","Japan","https://twitter.com/creationline",,,,,,"Special","Kubernetes Certified Service Provider",false,,,,"","","",,"","",,
"Creationline (KTP)","Creationline","https://www.creationline.com/en/","https://landscape.cncf.io/logos/creationline-ktp.svg","https://twitter.com/creationline","https://www.crunchbase.com/organization/creationline",,,,"silver","member","NotOpenSource","Tokyo, Japan","2018-12-26 02:28:11","Creationline provides cloud platform deployment and operations support services to telecommunication carriers and data centers.","Creationline provides cloud platform deployment and operations support services to telecommunication carriers and data centers","https://www.creationline.com/en/","Tokyo","Tokyo","Japan","https://twitter.com/creationline",,,,,,"Special","Kubernetes Training Partner",false,,,,"","","",,"","",,
